"study_id","tobit_mean","tobit_sd","n_alt","study_effect","measurement_error_ref","probs","a_0","a_1","b_0","b_1","measurement_error","rr_log_ref","rr_log_alt","exp_ref","exp_alt","a_avg","b_avg","rr_log","rr_log_se","exposure_linear"
8,8.07935200864449,2.55365184647962,4,0.00429105986561216,-0.0161741431362548,0.6,0.187974573948066,5.93014439149456,8.72631230636749,10.2285596257944,-0.0151643919320696,1.52952974136066,4.73871798304048,3.05905948272131,9.47743596608096,3.05905948272131,9.47743596608096,3.20539134434163,0.014142135623731,6.41837648335964
8,8.07935200864449,2.55365184647962,4,0.00429105986561216,-0.0161741431362548,0.8,0.187974573948066,5.93014439149456,10.2285596257944,15.9707294433409,-0.000183597847696464,1.52952974136066,6.54982226728383,3.05905948272131,13.0996445345677,3.05905948272131,13.0996445345677,5.04701953648247,0.014142135623731,10.0405850518464
9,9.565001251176,3.43080737115815,2,0.0106394786606598,-0.000229052535902337,0.333333333333333,0,8.0872588577941,8.0872588577941,11.0427436445579,-0.00589378277495028,2.02181471444853,4.782500625588,4.04362942889705,9.565001251176,4.04362942889705,9.565001251176,2.81330759350933,0.014142135623731,5.52137182227895
9,9.565001251176,3.43080737115815,2,0.0106394786606598,-0.000229052535902337,0.666666666666667,0,8.0872588577941,11.0427436445579,20.1669930257676,0.00206255891313454,2.02181471444853,7.80243416758137,4.04362942889705,15.6048683351627,4.04362942889705,15.6048683351627,5.90545851414408,0.014142135623731,11.5612389062657
10,1.10453018685803,2.78851563367061,5,-0.00605823053087099,0.00406281024607851,0.166666666666667,0,0,0,0,0.00452142563903837,0,0,0,0,0,0,0.00858423588511687,0.014142135623731,0
10,1.10453018685803,2.78851563367061,5,-0.00605823053087099,0.00406281024607851,0.333333333333333,0,0,0,1.10453018685803,0.00666052622345266,0,0.276132546714507,0,0.552265093429014,0,0.552265093429014,0.283510133933892,0.014142135623731,0.552265093429014
10,1.10453018685803,2.78851563367061,5,-0.00605823053087099,0.00406281024607851,0.5,0,0,1.10453018685803,2.30561999479213,-0.00526977088058692,0,0.85253754541254,0,1.70507509082508,0,1.70507509082508,0.841000846805368,0.014142135623731,1.70507509082508
10,1.10453018685803,2.78851563367061,5,-0.00605823053087099,0.00406281024607851,0.666666666666667,0,0,2.30561999479213,3.80220034828273,0.000251284102668865,0,1.52695508576872,0,3.05391017153743,0,3.05391017153743,1.51276788827772,0.014142135623731,3.05391017153743
10,1.10453018685803,2.78851563367061,5,-0.00605823053087099,0.00406281024607851,0.833333333333333,0,0,3.80220034828273,9.72169128428097,0.00551995466333406,0,3.38097290814092,0,6.76194581628185,0,6.76194581628185,3.34959024645804,0.014142135623731,6.76194581628185
11,2.73284949595109,4.44286578358151,3,0.0107437304578307,0.00509045869742318,0.25,0,0,0,2.73284949595109,0.00415004840593345,0,0.683212373987772,0,1.36642474797554,0,1.36642474797554,0.707133380274287,0.014142135623731,1.36642474797554
11,2.73284949595109,4.44286578358151,3,0.0107437304578307,0.00509045869742318,0.5,0,0,2.73284949595109,5.7295169284737,0.00354026641741515,0,2.1155916061062,0,4.23118321221239,0,4.23118321221239,2.16968102317074,0.014142135623731,4.23118321221239
11,2.73284949595109,4.44286578358151,3,0.0107437304578307,0.00509045869742318,0.75,0,0,5.7295169284737,16.4623368723422,-0.00764599960451317,0,5.54796345020399,0,11.095926900408,0,11.095926900408,5.66461955709467,0.014142135623731,11.095926900408
12,4.90513201802969,4.26194374402985,4,-0.0071234763989585,0.0158667107691061,0.2,0,1.31818966676092,1.31818966676092,3.82538091675198,-0.00509099170047232,0.329547416690231,1.28589264587823,0.659094833380462,2.57178529175645,0.659094833380462,2.57178529175645,0.953495942917875,0.014142135623731,1.91269045837599
12,4.90513201802969,4.26194374402985,4,-0.0071234763989585,0.0158667107691061,0.4,0,1.31818966676092,3.82538091675198,5.9848831193074,-0.0179743754277241,0.329547416690231,2.45256600901484,0.659094833380462,4.90513201802969,0.659094833380462,4.90513201802969,2.09066438199205,0.014142135623731,4.24603718464923
12,4.90513201802969,4.26194374402985,4,-0.0071234763989585,0.0158667107691061,0.6,0,1.31818966676092,5.9848831193074,8.49207436929846,-0.00299965591526666,0.329547416690231,3.61923937215146,0.659094833380462,7.23847874430293,0.659094833380462,7.23847874430293,3.25569092430593,0.014142135623731,6.57938391092247
12,4.90513201802969,4.26194374402985,4,-0.0071234763989585,0.0158667107691061,0.8,0,1.31818966676092,8.49207436929846,18.0755282629005,-0.00450220044850253,0.329547416690231,6.64190065804975,0.659094833380462,13.2838013160995,0.659094833380462,13.2838013160995,6.23378595300669,0.014142135623731,12.624706482719
13,3.18404018646106,3.22846033144742,5,-0.00178860132900489,0.0104631177552351,0.166666666666667,0,0.060758036514978,0.060758036514978,1.7934541870142,0.0092635562212536,0.0151895091287445,0.463553055882293,0.030379018257489,0.927106111764587,0.030379018257489,0.927106111764587,0.466486333458836,0.014142135623731,0.896727093507098
13,3.18404018646106,3.22846033144742,5,-0.00178860132900489,0.0104631177552351,0.333333333333333,0,0.060758036514978,1.7934541870142,3.18404018646106,-0.014013414444284,0.0151895091287445,1.24437359336881,0.030379018257489,2.48874718673763,0.030379018257489,2.48874718673763,1.22123674697769,0.014142135623731,2.45836816848014
13,3.18404018646106,3.22846033144742,5,-0.00178860132900489,0.0104631177552351,0.5,0,0.060758036514978,3.18404018646106,4.57462618590793,0.0126607777047271,0.0151895091287445,1.93966659309225,0.030379018257489,3.87933318618449,0.030379018257489,3.87933318618449,1.94071673488343,0.014142135623731,3.848954167927
13,3.18404018646106,3.22846033144742,5,-0.00178860132900489,0.0104631177552351,0.666666666666667,0,0.060758036514978,4.57462618590793,6.30732233640714,-0.00237565972933086,0.0151895091287445,2.72048713057877,0.030379018257489,5.44097426115754,0.030379018257489,5.44097426115754,2.70370768163377,0.014142135623731,5.41059524290005
13,3.18404018646106,3.22846033144742,5,-0.00178860132900489,0.0104631177552351,0.833333333333333,0,0.060758036514978,6.30732233640714,13.1607326018811,-0.00914303594463676,0.0151895091287445,4.86701373457207,0.030379018257489,9.73402746914414,0.030379018257489,9.73402746914414,4.83578834873847,0.014142135623731,9.70364845088665
14,5.59172826586291,3.47409103857353,4,0.00499760039033528,-0.0104793830757584,0.2,0,2.66785948043405,2.66785948043405,4.71157736521027,0.0144336432634016,0.666964870108512,1.84485921141108,1.33392974021702,3.68971842282216,1.33392974021702,3.68971842282216,1.19362189192994,0.014142135623731,2.35578868260513
14,5.59172826586291,3.47409103857353,4,0.00499760039033528,-0.0104793830757584,0.4,0,2.66785948043405,4.71157736521027,6.47187916651556,-0.000137015828307255,0.666964870108512,2.79586413293146,1.33392974021702,5.59172826586291,1.33392974021702,5.59172826586291,2.13956163949262,0.014142135623731,4.25779852564589
14,5.59172826586291,3.47409103857353,4,0.00499760039033528,-0.0104793830757584,0.6,0,2.66785948043405,6.47187916651556,8.51559705129178,-0.00530397349796743,0.666964870108512,3.74686905445183,1.33392974021702,7.49373810890367,1.33392974021702,7.49373810890367,3.09490508847733,0.014142135623731,6.15980836868664
14,5.59172826586291,3.47409103857353,4,0.00499760039033528,-0.0104793830757584,0.8,0,2.66785948043405,8.51559705129178,16.3274766278309,0.00809799746877535,0.666964870108512,6.21076841978068,1.33392974021702,12.4215368395614,1.33392974021702,12.4215368395614,5.59683359363275,0.014142135623731,11.0876070993443
15,2.62593138730153,2.07400812092237,2,-0.00199571140574667,-0.00790600527327352,0.333333333333333,0,1.73259947065979,1.73259947065979,3.51926330394327,-0.00335226669450893,0.433149867664949,1.31296569365077,0.866299735329897,2.62593138730153,0.866299735329897,2.62593138730153,0.865045837060283,0.014142135623731,1.75963165197164
15,2.62593138730153,2.07400812092237,2,-0.00199571140574667,-0.00790600527327352,0.666666666666667,0,1.73259947065979,3.51926330394327,9.03509828583025,-0.0143914535168031,0.433149867664949,3.13859039744338,0.866299735329897,6.27718079488676,0.866299735329897,6.27718079488676,2.67234451394266,0.014142135623731,5.41088105955686
16,2.01875211205333,2.97024392220192,3,0.000898948045279259,0.00467298191286796,0.25,0,0.015353030945934,0.015353030945934,2.01875211205333,0.0186129326812503,0.0038382577364835,0.508526285749817,0.00767651547296699,1.01705257149963,0.00767651547296699,1.01705257149963,0.528881319239969,0.014142135623731,1.00937605602667
16,2.01875211205333,2.97024392220192,3,0.000898948045279259,0.00467298191286796,0.5,0,0.015353030945934,2.01875211205333,4.02215119316074,0.000531857609726569,0.0038382577364835,1.51022582630352,0.00767651547296699,3.02045165260704,0.00767651547296699,3.02045165260704,1.51430073641002,0.014142135623731,3.01277513713407
16,2.01875211205333,2.97024392220192,3,0.000898948045279259,0.00467298191286796,0.75,0,0.015353030945934,4.02215119316074,11.1974958376403,0.000483637189448482,0.0038382577364835,3.80491175770026,0.00767651547296699,7.60982351540051,0.00767651547296699,7.60982351540052,3.8130640542516,0.014142135623731,7.60214699992755
17,3.87525747064501,2.67671485873871,3,0.0100491005829577,0.00553826861230273,0.25,0,2.0698407342282,2.0698407342282,3.87525747064501,-0.0129630589232339,0.51746018355705,1.4862745512183,1.0349203671141,2.97254910243661,1.0349203671141,2.97254910243661,0.980861003404006,0.014142135623731,1.93762873532251
17,3.87525747064501,2.67671485873871,3,0.0100491005829577,0.00553826861230273,0.5,0,2.0698407342282,3.87525747064501,5.68067420706182,-0.0107200011373082,0.51746018355705,2.38898291942671,1.0349203671141,4.77796583885342,1.0349203671141,4.77796583885342,1.90395524377674,0.014142135623731,3.74304547173931
17,3.87525747064501,2.67671485873871,3,0.0100491005829577,0.00553826861230273,0.75,0,2.0698407342282,5.68067420706182,12.1469282015188,-0.000205322504317671,0.51746018355705,4.45690060214515,1.0349203671141,8.9138012042903,1.0349203671141,8.9138012042903,4.02394903071,0.014142135623731,7.8788808371762
18,8.87869771569967,2.32930630492046,1,-0.0187294167259194,-0.00680978405465941,0.5,1.68060012127408,8.87869771569967,8.87869771569967,16.0767953101253,-0.00708490788276916,2.63982445924344,6.23887325645624,5.27964891848687,12.4777465129125,5.27964891848687,12.4777465129125,3.45033793579554,0.014142135623731,7.1980975944256
19,5.5492255394347,4.6992622888647,1,0.00524784536401754,-0.0279495960297883,0.5,0,5.5492255394347,5.5492255394347,20.0710376796405,0.0102394779211035,1.38730638485868,6.4050658047688,2.77461276971735,12.8101316095376,2.77461276971735,12.8101316095376,5.0527141528205,0.014142135623731,10.0355188398203
20,8.42179385246709,2.05200744816102,2,-0.00514627337096883,-0.0108458612593446,0.333333333333333,2.08061414366293,7.53793822618653,7.53793822618653,9.30564947874765,0.0108235407953772,2.40463809246236,4.21089692623354,4.80927618492473,8.42179385246709,4.80927618492473,8.42179385246709,1.78764550983259,0.014142135623731,3.61251766754236
20,8.42179385246709,2.05200744816102,2,-0.00514627337096883,-0.0108458612593446,0.666666666666667,2.08061414366293,7.53793822618653,9.30564947874765,14.7629735612713,0.00554768125681645,2.40463809246236,6.01715576000473,4.80927618492473,12.0343115200095,4.80927618492473,12.0343115200094,3.57003748059058,0.014142135623731,7.22503533508472
21,8.90207114629447,2.51095733675174,2,0.0121093256959222,-0.00657097798862177,0.333333333333333,1.14262966485514,7.82053327398928,7.82053327398928,9.98360901859967,0.0158677996116935,2.24079073471111,4.45103557314724,4.48158146942221,8.90207114629447,4.48158146942221,8.90207114629447,2.27307080929191,0.014142135623731,4.42048967687226
21,8.90207114629447,2.51095733675174,2,0.0121093256959222,-0.00657097798862177,0.666666666666667,1.14262966485514,7.82053327398928,9.98360901859967,16.6615126277338,0.0025886094564794,2.24079073471111,6.66128041158337,4.48158146942221,13.3225608231667,4.48158146942221,13.3225608231667,4.52356560680554,0.014142135623731,8.84097935374452
22,7.20700970385224,3.32826290023513,4,-0.00512795377099841,-0.00969290747934183,0.2,0,4.40587297610138,4.40587297610138,6.36380393960331,0.0126519247602474,1.10146824402534,2.69241922892617,2.20293648805069,5.38483845785235,2.20293648805069,5.38483845785234,1.57759335597674,0.014142135623731,3.18190196980165
22,7.20700970385224,3.32826290023513,4,-0.00512795377099841,-0.00969290747934183,0.4,0,4.40587297610138,6.36380393960331,8.05021546810116,0.0115524322008909,1.10146824402534,3.60350485192612,2.20293648805069,7.20700970385224,2.20293648805069,7.20700970385224,2.478235476505,0.014142135623731,5.00407321580155
22,7.20700970385224,3.32826290023513,4,-0.00512795377099841,-0.00969290747934183,0.6,0,4.40587297610138,8.05021546810116,10.0081464316031,0.0167342985766855,1.10146824402534,4.51459047492606,2.20293648805069,9.02918094985213,2.20293648805069,9.02918094985213,3.38515895596841,0.014142135623731,6.82624446180144
22,7.20700970385224,3.32826290023513,4,-0.00512795377099841,-0.00969290747934183,0.8,0,4.40587297610138,10.0081464316031,17.4921152415786,0.00629657208434704,1.10146824402534,6.87506541829543,2.20293648805069,13.7501308365909,2.20293648805069,13.7501308365909,5.71098736007104,0.014142135623731,11.5471943485402
23,2.11340273730457,4.84291678667068,1,0.0109062565208529,0.00412763201972548,0.5,0,2.11340273730457,2.11340273730457,17.0791406475567,-0.0117444507969053,0.528350684326142,4.79813584621533,1.05670136865228,9.59627169243065,1.05670136865228,9.59627169243065,4.35530308764099,0.014142135623731,8.53957032377837
24,2.25717290770262,2.71118812332861,4,0.00491844895736831,-0.00915410285753447,0.2,0,0,0,1.57030125060114,0.00798921975317299,0,0.392575312650284,0,0.785150625300568,0,0.785150625300568,0.395272152820309,0.014142135623731,0.785150625300568
24,2.25717290770262,2.71118812332861,4,0.00491844895736831,-0.00915410285753447,0.4,0,0,1.57030125060114,2.94404456480411,0.0120996178364492,0,1.12858645385131,0,2.25717290770262,0,2.25717290770262,1.14263375856472,0.014142135623731,2.25717290770262
24,2.25717290770262,2.71118812332861,4,0.00491844895736831,-0.00915410285753447,0.6,0,0,2.94404456480411,4.53896640050669,-0.00544853698846691,0,1.8707527413277,0,3.7415054826554,0,3.7415054826554,1.87455250522185,0.014142135623731,3.7415054826554
24,2.25717290770262,2.71118812332861,4,0.00491844895736831,-0.00915410285753447,0.8,0,0,4.53896640050669,10.6353740345112,0.0118283703778757,0,3.79358510875447,0,7.58717021750894,0,7.58717021750894,3.83357648572049,0.014142135623731,7.58717021750894
25,1.39983697095886,4.98602222232148,4,-0.00242628971687308,-0.00448315999209532,0.2,0,0,0,0.136642684762989,-0.00556169119606625,0,0.0341606711907472,0,0.0683213423814945,0,0.0683213423814945,0.0239500526321225,0.014142135623731,0.0683213423814945
25,1.39983697095886,4.98602222232148,4,-0.00242628971687308,-0.00448315999209532,0.4,0,0,0.136642684762989,2.66303125715473,0.00710042474188824,0,0.699918485479429,0,1.39983697095886,0,1.39983697095886,0.699139340181286,0.014142135623731,1.39983697095886
25,1.39983697095886,4.98602222232148,4,-0.00242628971687308,-0.00448315999209532,0.6,0,0,2.66303125715473,5.59617914433103,0.020743792051553,0,2.06480260037144,0,4.12960520074288,0,4.12960520074288,2.07104361379759,0.014142135623731,4.12960520074288
25,1.39983697095886,4.98602222232148,4,-0.00242628971687308,-0.00448315999209532,0.8,0,0,5.59617914433103,16.8078039216473,-0.000826767368596567,0,5.60099576649459,0,11.2019915329892,0,11.2019915329892,5.56850656226891,0.014142135623731,11.2019915329892
26,4.79913854040205,4.39775465731509,2,0.0211604724760423,-0.00798502011555359,0.333333333333333,0,2.90490555389271,2.90490555389271,6.6933715269114,-0.011914410199602,0.726226388473177,2.39956927020103,1.45245277694635,4.79913854040205,1.45245277694635,4.79913854040205,1.72426090339626,0.014142135623731,3.3466857634557
26,4.79913854040205,4.39775465731509,2,0.0211604724760423,-0.00798502011555359,0.666666666666667,0,2.90490555389271,6.6933715269114,18.3892220570371,-0.0260479610917425,0.726226388473177,6.27064839598713,1.45245277694635,12.5412967919743,1.45245277694635,12.5412967919743,5.74503420487778,0.014142135623731,11.0888440150279
27,4.37411859631538,3.66659342963248,5,0.0118863957278928,-0.0101728785605895,0.166666666666667,0,0.826977038362117,0.826977038362117,2.79481671075532,0.00417891218852168,0.206744259590529,0.905448437279358,0.413488519181058,1.81089687455872,0.413488519181058,1.81089687455872,0.709320360022244,0.014142135623731,1.39740835537766
27,4.37411859631538,3.66659342963248,5,0.0118863957278928,-0.0101728785605895,0.333333333333333,0,0.826977038362117,2.79481671075532,4.37411859631538,0.00131969279568162,0.206744259590529,1.79223382676767,0.413488519181058,3.58446765353535,0.413488519181058,3.58446765353535,1.61432789424806,0.014142135623731,3.17097913435429
27,4.37411859631538,3.66659342963248,5,0.0118863957278928,-0.0101728785605895,0.5,0,0.826977038362117,4.37411859631538,5.95342048187545,0.00498007496366364,0.206744259590529,2.58188476954771,0.413488519181058,5.16376953909542,0.413488519181058,5.16376953909542,2.42641142638165,0.014142135623731,4.75028101991436
27,4.37411859631538,3.66659342963248,5,0.0118863957278928,-0.0101728785605895,0.666666666666667,0,0.826977038362117,5.95342048187545,7.92126015426865,0.00217052360548981,0.206744259590529,3.46867015903603,0.413488519181058,6.93734031807205,0.413488519181058,6.93734031807205,3.33146862864214,0.014142135623731,6.52385179889099
27,4.37411859631538,3.66659342963248,5,0.0118863957278928,-0.0101728785605895,0.833333333333333,0,0.826977038362117,7.92126015426865,15.7047440661483,0.00053708138634215,0.206744259590529,5.90650105510425,0.413488519181058,11.8130021102085,0.413488519181058,11.8130021102085,5.82562012798791,0.014142135623731,11.3995135910274
28,9.65964139439166,4.43085985630751,2,0.00895261190689144,0.0101498892241875,0.333333333333333,0,7.75114909492766,7.75114909492766,11.5681336938556,-0.000635781108374913,1.93778727373192,4.82982069719583,3.87557454746383,9.65964139439166,3.87557454746383,9.65964139439166,2.95333003730379,0.014142135623731,5.78406684692782
28,9.65964139439166,4.43085985630751,2,0.00895261190689144,0.0101498892241875,0.666666666666667,0,7.75114909492766,11.5681336938556,23.3520276664552,-0.00732268200278299,1.93778727373192,8.73004034007771,3.87557454746383,17.4600806801554,3.87557454746383,17.4600806801554,6.91669708491997,0.014142135623731,13.5845061326916
29,1.41913911094889,2.26517788995989,1,0.00868540637069172,-0.00651507685380922,0.5,0,1.41913911094889,1.41913911094889,8.41906500571997,0.0150005860023501,0.354784777737223,2.45955102916722,0.709569555474445,4.91910205833443,0.709569555474445,4.91910205833443,2.14981326099651,0.014142135623731,4.20953250285999
30,9.54978888388723,2.46704917354509,2,0.0165617796517327,0.000382158494957496,0.333333333333333,1.92603382689358,8.48716345613706,8.48716345613706,10.6124143116374,-0.00302830859357085,2.60329932075766,4.77489444194362,5.20659864151532,9.54978888388723,5.20659864151532,9.54978888388723,2.24087993086706,0.014142135623731,4.34319024237191
30,9.54978888388723,2.46704917354509,2,0.0165617796517327,0.000382158494957496,0.666666666666667,1.92603382689358,8.48716345613706,10.6124143116374,17.1735439408809,0.0085362520487329,2.60329932075766,6.94648956312957,5.20659864151532,13.8929791262591,5.20659864151532,13.8929791262591,4.49597057247504,0.014142135623731,8.68638048474381
31,4.44730556104332,4.36350440024398,4,0.0144563599225371,0.00184078666858228,0.2,0,0.774887605009142,0.774887605009142,3.34182436172119,-0.00401748756507982,0.193721901252286,1.02917799168258,0.387443802504571,2.05835598336517,0.387443802504571,2.05835598336517,0.857434697419273,0.014142135623731,1.6709121808606
31,4.44730556104332,4.36350440024398,4,0.0144563599225371,0.00184078666858228,0.4,0,0.774887605009142,3.34182436172119,5.55278676036545,-0.00713585913268185,0.193721901252286,2.22365278052166,0.387443802504571,4.44730556104332,0.387443802504571,4.44730556104332,2.08332662962246,0.014142135623731,4.05986175853875
31,4.44730556104332,4.36350440024398,4,0.0144563599225371,0.00184078666858228,0.6,0,0.774887605009142,5.55278676036545,8.1197235170775,-0.0213141015659761,0.193721901252286,3.41812756936074,0.387443802504571,6.83625513872148,0.387443802504571,6.83625513872148,3.29815869095995,0.014142135623731,6.44881133621691
